STARTING ROUND 0
100.410.1010795163.cnf,0,31.911392299982253,410,409
100.410.1039232932.cnf,1,0.4381025999900885,410,410
100.410.1059004828.cnf,1,6.548737299977802,410,410
100.410.1162274926.cnf,1,16.087016200006474,410,410
100.410.1167671470.cnf,0,29.63782679999713,410,409
100.410.1169081110.cnf,0,34.403203599969856,410,409
100.410.1198757303.cnf,1,1.1187798000173643,410,410
STARTING ROUND 0
100.410.1010795163.cnf,1,3.286205400014296,410,410
100.410.1039232932.cnf,1,3.423464599996805,410,410
100.410.1059004828.cnf,1,24.931722300010733,410,410
100.410.1162274926.cnf,1,17.738202000036836,410,410
100.410.1167671470.cnf,1,13.89886120002484,410,410
100.410.1169081110.cnf,0,36.42643479997059,410,409
100.410.1198757303.cnf,1,5.408729100017808,410,410
100.410.1203798210.cnf,1,2.3367390999919735,410,410
100.410.1296325318.cnf,1,22.123667599982582,410,410
100.410.1297652889.cnf,1,31.384918399970047,410,410
100.410.1300691559.cnf,1,0.14263620000565425,410,410
100.410.1306390556.cnf,0,31.983228500001132,410,409
100.410.1325082094.cnf,1,7.468284400005359,410,410
100.410.1343419672.cnf,1,20.214576400001533,410,410
100.410.1352161695.cnf,0,29.325357800000347,410,409
100.410.1356802637.cnf,1,3.6956040000077337,410,410
100.410.163250976.cnf,1,15.36000539996894,410,410
100.410.17065549.cnf,0,37.57713499997044,410,409
100.410.18944532.cnf,1,0.4491752000176348,410,410
100.410.195152248.cnf,1,0.7192235999973491,410,410
100.410.241891775.cnf,1,14.634136000007857,410,410
100.410.249209365.cnf,0,31.039669600024354,410,409
100.410.264858125.cnf,1,15.657714000029955,410,410
100.410.309690489.cnf,0,33.9673331999802,410,409
100.410.341202973.cnf,1,6.308899700001348,410,410
100.410.387305577.cnf,0,32.48256010003388,410,409
100.410.417933666.cnf,0,33.78029919997789,410,409
100.410.430142855.cnf,0,38.427324899996165,410,408
100.410.447004890.cnf,0,31.581223000015598,410,409
100.410.455731701.cnf,0,31.050565299985465,410,409
100.410.456412111.cnf,0,32.301574799988884,410,409
100.410.493366755.cnf,1,2.103403699991759,410,410
100.410.536371506.cnf,1,3.7455907000112347,410,410
100.410.59012100.cnf,0,36.83677039999748,410,408
100.410.593203825.cnf,1,12.023206699988805,410,410
100.410.699718290.cnf,0,35.959093200042844,410,409
100.410.699744512.cnf,0,31.43034640001133,410,409
100.410.703539617.cnf,1,4.7704690000391565,410,410
100.410.714373159.cnf,0,33.35867829999188,410,409
100.410.730428774.cnf,1,7.172916200011969,410,410
100.410.748497649.cnf,1,19.684161399956793,410,410
100.410.865550131.cnf,1,11.443086999992374,410,410
100.410.884024713.cnf,1,8.546111800009385,410,410
100.410.885938738.cnf,0,32.44767620001221,410,409
100.410.891788457.cnf,1,11.686916600039694,410,410
